Id;codigo;nome;razao_social;email;telefone;tipo_negocio;grupo_negocio;rua;numero;cep;bairro;complemento;cidade;estado;pais;cnpj;inscricao_estadual;observacao;data_criacao;dia_pagamento;status;data_inativo;atendimentos_agendados;atendimentos_atrasados;atendimentos_finalizados;frequencia_coleta
10002566;171;BRAZUKA CACHAÇA;BRAZUKA CACHAÇA;;(14) 99679-0393;;;Rua Capitao Joao Antonio;2-19;17047-144;;;Bauru;SP;Brasil;;;;30/03/2011;;Deletado;20/11/2020;0;0;10;
10002567;2156;Bridgestone (Sapore);Bridgestone (Sapore);;;;;Rua Mercedes Benz 580 Parte - Distrito Industrial;;00000-000;;;Campinas;SP;Brasil;;;;30/11/2016;;Nunca coletado;;;;;
10002568;3063;BROOKS HAMBURGUERIA PRUDENTE;BROOKS HAMBURGUERIA PRUDENTE;;(18) 3203-4767;;Comércio;Av. Washington Luiz;1132;19015-080;CENTRO;;Presidente Prudente;SP;Brasil;;;COMODATO SEM DATA;30/07/2018;;Deletado;05/04/2022;0;0;48;
10002569;COMODATO 04/08/2017;BROOKS BOTUCATU;BROOKS BOTUCATU;;(14) 99690-7838;;Comércio;Rua Doutor Cardoso De Almeida;667;18605-590;VILA GUIMARÃES;;Botucatu;SP;Brasil;;;;04/08/2017;;Deletado;14/05/2020;0;0;6;
10002570;COMODATO 25/06/2020;BAILEYS BURGUER;BAILEYS BURGUER;;(14) 3436-1212;Lanchonete / Fast-food;Estabelecimentos Alimentícios;Av. Padre Salustio Rodrigues Machado;1485;18683-471;JARDIM UBIRAMA;;Lencois Paulista;SP;Brasil;12127713000108;;;08/03/2019;;Deletado;03/04/2022;0;0;53;
10002571;COMODATO 17/12/2018 - 19/04/2023;BRT MC DONALDS DRIVE;BRT MC DONALDS DRIVE;J.GASPAR@AMBIENSYS.COM.BR;(17) 98155-3672;Lanchonete / Fast-food;Estabelecimentos Alimentícios;Av. 43;110;14780-425;CENTRO;;Barretos;SP;Brasil;42591651203842;;;18/12/2018;;Ativo;23/09/2023;0;0;139;
10002572;COMODATO 23/07/2019;BAURU NA PRAÇA;BRUNO PAREDES FRANCISCO;;(14) 99871-7878;;;Rua Capitão João Antônio Até Quadra 6;6-13;17015-410;CENTRO;;Bauru;SP;Brasil;;;;24/07/2019;;Deletado;13/04/2022;0;0;5;
10002573;2870;BRUTUS DOGUERIA;BRUTUS DOGUERIA;;(14) 3316-8127;;Comércio;Av. Nelson Severino Zambon;96B;17519-110;FRAGATA;;Marília;SP;Brasil;28835367000144;;COMODATO 21/03/2018;20/03/2018;;Deletado;07/09/2020;0;0;6;
10002574;;BSB BRACOL PRODUTORA;BSB BRACOL PRODUTORA;amanda.mota@bsbsafety.com;(14) 3533-2211;Outras Indústrias;Indústrias;Avenida São Paulo;1805;16403-266;Jardim Guanabara;de 1003/1004 ao fim;Lins;SP;Brasil;10472968000506;;;30/11/2016;;Ativo;08/10/2023;0;0;85;
10002575;;BTC BAURU TENIS CLUBE;BTC BAURU TENIS CLUBE;;(14) 99148-7570;Outros estabelecimentos comerciais;Comércio;Av. Vicente Aiello;5-17;17053-342;VILA SERRÃO ;;Bauru;SP;Brasil;;;;13/12/2012;;Ativo;06/10/2023;0;0;53;
10002576;175;BUDISTA ASSOC. CIVIL E RELIGIOSA;BUDISTA ASSOC. CIVIL E RELIGIOSA;;(14) 3522-3184;;Comércio;Rua 9 De Julho;14-55;00000-000;;;Lins;SP;Brasil;;;;08/10/2014;;Inativo;18/05/2023;0;0;56;
10002577;3320;BUFFET COMISSARIA;BUFFET COMISSARIA;;(14) 99789-6249;;;Rua Agenor Meira;11-52;-;;;Bauru;SP;Brasil;;;;01/03/2019;;Ativo;16/10/2023;0;0;24;
10002578;179;BUFFET FUZUERA;BUFFET FUZUERA;;14997976685;;;Rua Padre Francisco Van Der Maas;7-16;17047-020;VILA ENGLER;;Bauru;SP;Brasil;;;;12/09/2012;;Ativo;06/10/2023;0;0;48;
10002579;180;BUFFET INFANTIL FOLIA;BUFFET INFANTIL FOLIA;;(14) 3208-7879;;Comércio;Rua Raffaele Mercadante;2-28;17017-130;VILA MARIANA;;Bauru;SP;Brasil;;;COMODATO 08/03/2016;30/12/2010;;Ativo;26/09/2023;0;0;25;
10002580;2908;BUFFET KINHÃO;BUFFET KINHÃO;;(14) 99669-3737;;;Rua José Nogueira De Abreu;672;17120-000;JARDIM CANÃA;;Agudos;SP;Brasil;35471586808;;;12/04/2018;;Deletado;28/05/2021;0;0;12;
10002581;;BUFFET KOLORE;BUFFET KOLORE (CONCORRENTE AD);BUFFETKOLOREBAURU@GMAIL.COM;14996838828;Outros estabelecimentos comerciais;Comércio;Avenida Nações Unidas;23-67;17011-105;Jardim Panorama;;Bauru;SP;Brasil;17964605000103;;;21/01/2015;;Ativo;21/09/2023;0;0;59;
10002582;183;BUFFET MARCIA E MARÔ;BUFFET MARCIA E MARÔ;;(14) 3223-2811;;Comércio;Rua Joaquim Da Silva Martha;13-26;17014-010;VILA SANTA IZABEL;;Bauru;SP;Brasil;;;;21/08/2012;;Deletado;01/04/2022;0;0;37;
10002583;OL 4X1;BUFFET PAPILON;BUFFET PAPILON;;(17) 3322-0400;Outros estabelecimentos comerciais;Comércio;Rua 16;3676;14784-162;IBIRAPUERA;;Barretos;SP;Brasil;;;;14/05/2019;;Deletado;11/06/2021;0;0;6;
10002584;ATÉ 15H;BUFFET PÉ DE MANGA;BUFFET PÉ DE MANGA;;(14) 3265-3041;;;Rua Francisco Blagitz;31;17490-188;Vila Soares;;Piratininga;SP;Brasil;;;;26/01/2015;;Deletado;02/04/2022;0;0;33;
10002585;;BUFFET PIPOCA 1;BUFFET PIPOCA 1;;(14) 3018-4445;;;Rua Wilson Pedro Speridião;1-38;17055-812;Quinta Ranieri;;Bauru;SP;Brasil;;;COMODATO 26/06/2017;12/01/2017;;Ativo;16/10/2023;0;0;41;
10002586;3056;BUFFET PIPOCA 2;BUFFET PIPOCA 2;;(14) 99182-7201;;;Avenida Nossa Senhora de Fátima;13-25;17017-337;Jardim América;de Quadra 2 ao fim;Bauru;SP;Brasil;20916583000102;;COMODATO 25/07/2018;26/07/2018;;Ativo;18/09/2023;0;0;58;
10002587;COMODATO 15/08/2017;BUFFET PORTAL DOS SONHOS;BUFFET PORTAL DOS SONHOS;;1632530660;Residência;Domiciliar;Av. Paulo Roberto Scander;748;15900-000;;;Taquaritinga;SP;Brasil;;;;11/06/2012;;Ativo;30/09/2023;0;0;81;
10002588;1704;BUFFET RAT;BUFFET RAT;;(14) 99794-6710;;Comércio;Rua Rangel Pestano;44;00000-000;;;Lins;SP;Brasil;;;;20/02/2015;;Deletado;18/11/2020;0;0;15;
10002589;186;BUFFET SPACE FEST;BUFFET SPACE FEST;;(14) 3202-7785;;Comércio;Rua Araújo Leite;32-15;17012-432;VILA AEROPORTO BAURU;;Bauru;SP;Brasil;;;;06/10/2008;;Inativo;12/09/2023;0;0;46;
10002590;3463;BURGER 21;BURGER 21;;(14) 98141-4242;;Comércio;Av. Affonso José Aiello;14-45;17018-520;VILA AVIAÇÃO;;Bauru;SP;Brasil;;;;17/06/2019;;Deletado;23/06/2020;0;0;39;
10002591;;BOTECO DA RESENHA;BOTECO DA RESENHA;;(14) 99701-5176;Bar / Boteco / Pub;Estabelecimentos Alimentícios;Rua Alziro Zarur;17-33;17033-370;GEISEL;;Bauru;SP;Brasil;;;COMODATO 17/06/2020;22/08/2018;;Inativo;06/09/2023;0;0;60;
10002592;3089;CAFÉ E RESTAURANTE JARDINS;CAFÉ E RESTAURANTE JARDINS;;(17) 3325-6653;Outros estabelecimentos comerciais;Comércio;Avenida João Baroni;2550;14784-442;Residencial Prata;;Barretos;SP;Brasil;;;;21/08/2018;;Deletado;16/07/2022;0;0;73;
10002593;;CAFÉ.COM;CAFÉ.COM;;1633943737;Bar / Boteco / Pub;Estabelecimentos Alimentícios;Avenida Sete de Setembro;798;15990-635;Centro;até 819/820;Matão;SP;Brasil;12665211000122;;;30/11/2016;;Deletado;06/12/2022;0;0;62;
10002594;COMODATO 09/04/2021;CAFETERIA DULIBAN;CAFETERIA DULIBAN;;(14) 98186-1000;Cafeteria / Confeitaria;Estabelecimentos Alimentícios;Rua Araújo Leite;10-42;17010160;Centro;;Bauru;SP;Brasil;;;;13/09/2018;;Ativo;22/11/2023;0;0;27;
10002595;COMODATO 28/03/2019 - 23/01/2020 - 01/06/2022;CAIO INDUSCAR INDUSTRIA E COMERCIO DE CARROCERIAS LTDA;CAIO INDUSCAR;induscar.caio@essencialnutricao.com.br;(14) 3811-3900;Refeitório;Indústrias;Rod.Marechal Rondon;S/N;-;DISTRITO INDUSTRIAL;;Botucatu;SP;Brasil;49930514000135;;;15/02/2019;;Inativo;22/07/2023;0;0;61;
10002596;2451;CAIO FIBER;CAIO FIBER;;15997422431;;Comércio;Estrada Municipal De Botucatu;3010;18607-810;;;Botucatu;SP;Brasil;04026681000118;;;30/03/2017;;Inativo;18/07/2023;0;0;59;
10002597;COMODATO 29/10/2020;CAIO INBRASP;CAIO INBRASP;;(14) 3112-9516;Refeitório;Indústrias;Rodovia Marechal Rondon;450;18607-810;Distrito Industrial;do km 250,000 ao km 253,999;Botucatu;SP;Brasil;;;;12/04/2013;;Inativo;24/07/2023;0;0;52;
10002598;COMODATO 25/01/2017, 23/08/2018 E 28/07/2020;CAIPIRAS BAR (BOI BRAVO);CAIPIRAS BAR (BOI BRAVO);;(14) 99743-2983;Outras Prestações de Serviços;Prestação de Serviços;Com Joao Ribeiro De Barros;KM 355;17060-000;VILA SEABRA;;Bauru;SP;Brasil;;;;29/03/2017;;Ativo;17/10/2023;0;0;35;
10002599;198;CAIZ CLEMENTE;CAIZ CLEMENTE;;(14) 3533-1618;;Comércio;Estrada Lins/Guaiçara;S/N;00000-000;;;Lins;SP;Brasil;46374500005404;;;30/11/2016;;Deletado;30/01/2022;0;0;38;
10002600;2460;CAMAROTE BEER;CAMAROTE BEER;;(14) 3245-9154;;;Rua Marcondes Salgado;1771;17013-231;VILA CARDIA;;Bauru;SP;Brasil;24978580000154;;COMODATO 31/03/2017;03/04/2017;;Ativo;19/09/2023;0;0;32;
10002601;COMODATO 18/05/2016 E 01/07/2020;CONDOMÍNIO CAMÉLIAS;CONDOMÍNIO CAMÉLIAS;;(14) 3203-4411;Condomínio;Domiciliar;Av. Orlando Ranieri;7-108;17047-001;PARQUE RESIDENCIAL DAS CAMÉLIAS;;Bauru;SP;Brasil;;;;30/11/2016;;Ativo;15/09/2023;0;0;54;
10002602;3368;CAMILOS RESTAURANTE;CAMILOS RESTAURANTE;;(16) 3942-2451;;;Av. Beppe Olivare;182;14669010;JARDIM OLIMPIO LOPES;;SERTÃOZINHO;SP;Brasil;;;;17/04/2019;;Deletado;;;;;
10002603;201;CAMPONES;CAMPONES;;(14) 3011-7380;;Comércio;Rua São Sebastião;25-90;17065-007;JARDIM DA GRAMA;;Bauru;SP;Brasil;;;;07/11/2008;;Ativo;08/10/2023;0;0;65;
10002604;203;Camponesa;Camponesa;;;;;Rod. Castelo Branco;;00000-000;;;Pardinho;SP;Brasil;;;;15/03/2011;;Ativo;;;;;
10002605;204;Camponesa;Camponesa;;14-38861161;;;Rod. Castello Branco Km 198;;00000-000;;;Pardinho;SP;Brasil;;;;18/02/2011;;Ativo;;;;;
10002606;NÃO TRABALHA SEGUNDA;CAMFLAM;CAMFLAM;;(14) 3203-2607;;Comércio;Av. Orlando Ranieri;7-18;17047-001;PARQUE RESIDENCIAL DAS CAMÉLIAS;;Bauru;SP;Brasil;;;;11/03/2011;;Inativo;22/08/2023;0;0;85;
10002607;;CANTA BRASIL (LUIZ SALDANHA);CANTA BRASIL (LUIZ SALDANHA);;(14) 99766-0103;Bar / Boteco / Pub;Estabelecimentos Alimentícios;Av. Luiz Saldanha Rodrigues;2700;00000-000;;;Ourinhos;SP;Brasil;;;;30/11/2016;;Inativo;26/06/2023;0;0;67;
10002608;207;Canta Galo;Canta Galo;;43-35253990;;;Rua Rosario 429 Centro;;00000-000;;;Jacarezinho;SP;Brasil;;;;07/11/2012;;Ativo;;;;;
10002609;;CANTINA DO PASTEL;CANTINA DO PASTEL;;(16) 9734-7018;Lanchonete / Fast-food;Estabelecimentos Alimentícios;RUA Manoel José Pires;16;00000-000;CENTRO;;Americo Brasiliense;SP;Brasil;;;;06/07/2012;;Ativo;;;;;
10002610;;CANTINA DO SERVIDOR PÚBLICO;CANTINA DO SERVIDOR PÚBLICO;;;;;Final Da Jose Henrique Ferraz;S/N;00000-000;;;Bauru;SP;Brasil;;;;30/11/2016;;Deletado;;0;0;1;
10002611;2998;CANTINA DO SESI;CANTINA DO SESI;;;;Comércio;Rua Rubens Arruda;8-50;17014300;Jardim Estoril;de Quadra 8 a Quadra 16;Bauru;SP;Brasil;;;;27/06/2018;;Inativo;07/09/2023;0;0;36;
10002612;;CANTINHO CARIOCA;CANTINHO CARIOCA;;(14) 3202-7112;Lanchonete / Fast-food;Estabelecimentos Alimentícios;Rua Quinze de Novembro;10-05;17015-040;Centro;;Bauru;SP;Brasil;;;;31/03/2011;;Ativo;09/10/2023;0;0;58;
10002613;2240;CANTINHO CASEIRO;CANTINHO CASEIRO;;(14) 99779-6214;;Comércio;Av. Inácio Conceição Vieira;22-50;17048-011;VILA AVIAÇÃO B;;Bauru;SP;Brasil;;;;30/11/2016;;Deletado;06/03/2021;0;0;12;
10002614;;CANTINHO DOS SABORES;CANTINHO DOS SABORES;;(14) 99737-6537;Lanchonete / Fast-food;Estabelecimentos Alimentícios;Rua Conselheiro Dantas;818;18900079;Centro;;Santa Cruz do Rio Pardo;SP;Brasil;;;;04/04/2018;;Ativo;11/10/2023;0;0;56;
10002615;3306;CANTO DO SABOR RESTAURANTE;CANTO DO SABOR RESTAURANTE;;(17) 3102-0222;Outros estabelecimentos comerciais;Comércio;Avenida Mato Grosso;604;14780-735;Bela Vista;;Barretos;SP;Brasil;;;;08/02/2019;;Deletado;12/12/2022;0;0;24;
10002616;2605;Capela Nossa Senhora Aparecida;Capela Nossa Senhora Aparecida;;(16)3385 -1913;;;Rua Geronimo Coelho;88;-;;;Tabatinga;SP;Brasil;;;;12/09/2017;;Deletado;;;;;
10002617;2142;Capgemini (Sapore);Capgemini (Sapore);;;;;Av. John Dalton  301 Lote 2- Quadra -c - Edif 4 Te;;00000-000;;;Sumaré;SP;Brasil;;;;30/11/2016;;Nunca coletado;;;;;
10002618;COMODATO 14/11/2017;CAPANNORI FRESH PREMIUM PIZZA;CAPANNORI FRESH PREMIUM PIZZA;;(14) 3214-3481;;Comércio;Rua Treze De Maio;21-30;17014-450;VILA NOEMY;;Bauru;SP;Brasil;21712386000134;;;20/11/2017;;Inativo;31/07/2023;0;0;40;
10002619;COMODATO 30/06/2016;CARINO (SAPORE);CARINO (SAPORE);;(14) 2105-2147;;Comércio;Rua Guiomar Novaes;215 A;00000-000;Distrito Industrial;;Marília;SP;Brasil;;;;30/11/2016;;Ativo;23/10/2023;0;0;55;
10002620;COMODATO 04/07/2017;CARLÃO ASSADOS;CARLÃO ASSADOS;;(14) 99737-3730;Lanchonete / Fast-food;Estabelecimentos Alimentícios;Rua Engenheiro Xerxes Ribeiro dos Santos;3-27;17032-550;Vila Carolina;;Bauru;SP;Brasil;37011878866;;;27/04/2012;;Ativo;17/10/2023;0;0;79;
10002621;;CAROL LANCHES (PEDERNEIRAS);CAROL LANCHES (PEDERNEIRAS);;(14) 3284-6827;Lanchonete / Fast-food;Estabelecimentos Alimentícios;Rua Siqueira Campos;535;17280-000;;;Pederneiras;SP;Brasil;;;;17/09/2012;;Ativo;14/10/2023;0;0;79;
10002622;;CAROL LANCHES (BARRETOS);CAROL LANCHES (BARRETOS);;(17) 98126-4363;;Comércio;Avenida 01 ENTRE RUAS 30 E 32;1226;14783-250;Fortaleza;;Barretos;SP;Brasil;;;;03/10/2018;;Deletado;20/05/2021;0;0;12;
10002623;220;Carrefour - S J Rio Preto;Carrefour - S J Rio Preto;;17-32383300;;;Av. Tancredo Neves 900 - Cristo Rei;;00000-000;;;São José Do Rio Preto;SP;Brasil;;;;30/11/2016;;Deletado;;;;;
10002624;2084;Carrefour - Sapore;Carrefour - Sapore;;;;;Rua Rui Barbosa 825 Jd Sumaré;;00000-000;;;Ribeirão Preto;SP;Brasil;;;;30/11/2016;;Deletado;;;;;
10002625;;CARREFOUR (SAPORE);CARREFOUR (SAPORE);;1633643004;Refeitório;Indústrias;Rua Bruno Ruggiero Filho Bloco 1;1751;00000-000;;PARQUE SANTA;São Carlos;SP;Brasil;;;;30/11/2016;;Inativo;06/02/2023;0;0;42;
10002626;2153;Carrefour Cambui;Carrefour Cambui;;;;;Rua Santa Cruz281 - Cambui;;00000-000;;;Campinas;SP;Brasil;;;;30/11/2016;;Deletado;;;;;
10002627;2152;Carrefour Dom Pedro (Sapore);Carrefour Dom Pedro (Sapore);;;;;-;;00000-000;;;Campinas;SP;Brasil;;;;30/11/2016;;Deletado;;;;;
10002628;2107;Carrefour Iguatemi;Carrefour Iguatemi;;;;;Rodovia Dom Pedro I S/N Jd Nilopolis Km 133;;00000-000;;;Campinas;SP;Brasil;;;;30/11/2016;;Deletado;;;;;
10002629;2147;Carrefour Iguatemi (Sapore);Carrefour Iguatemi (Sapore);;;;;Av. Projetada S/N Vila Brandina;;00000-000;;;Campinas;SP;Brasil;;;;30/11/2016;;Deletado;;;;;
10002630;2154;Carrefour Norte Sul (Sapore);Carrefour Norte Sul (Sapore);;;;;Av. Jose De Souza Campos S/N - Cambui;;00000-000;;;Campinas;SP;Brasil;;;;30/11/2016;;Deletado;;;;;
10002631;221;Carrefour Shopping - S J Rio P;Carrefour Shopping - S J Rio Preto;;17-3227-1335;;;Av. Brigadeiro Faria De Lima;63-63;00000-000;;;São José Do Rio Preto;SP;Brasil;;;;30/11/2016;;Deletado;;;;;
10002632;2083;Carrefour Via Norte - Sapore;Carrefour Via Norte - Sapore;;;;;Rua Municipal 252 Royal Parque;;00000-000;;;Ribeirão Preto;SP;Brasil;;;;30/11/2016;;Deletado;;;;;
10002633;223;CASA BRASILIS;CASA BRASILIS;;(14) 3016-0309;;Comércio;Rua Gérson França;14-19;17014-380;VILA MESQUITA;;Bauru;SP;Brasil;;;;27/10/2008;;Ativo;16/09/2023;0;0;75;
10002634;;CASA DE CARNE PAVONI;CASA DE CARNE PAVONI;;(14) 3523-7970;Açougues;Comércio;Rua General Osório;455;16402-115;Jardim Santa Clara;;Lins;SP;Brasil;;;;30/04/2013;;Inativo;17/07/2023;0;0;75;
10002635;225;Casa Carnes Central;Casa Carnes Central;;;;;Av. Duque De Caxias;;00000-000;;;Sta Cruz Do Rio Pardo;SP;Brasil;;;;04/04/2011;;Nunca coletado;;;;;
10002636;;CASA DAS COXINHAS;CASA DAS COXINHAS;;(17) 3223-7120;Lanchonete / Fast-food;Estabelecimentos Alimentícios;Rua 34;246;14780-600;Centro;ESQUINA COM AV. 41;Barretos;SP;Brasil;;;;12/07/2018;;Inativo;17/08/2023;0;0;73;
10002637;;CASA DA ESFIHA;CASA DA ESFIHA;;(14) 98142-9956;;;Rua Batista De Carvalho;2-61;17010-001;CENTRO;;Bauru;SP;Brasil;33252340895;;;02/04/2018;;Deletado;11/06/2020;0;0;20;
10002638;3360;CASA DE CARNES CASAROTI;CASA DE CARNES CASAROTI;;(18) 3221-9003;;Comércio;Avenida Manoel Goulart;1017;19015-240;Centro;de 531/532 a 1401/1402;Presidente Prudente;SP;Brasil;;;COMODATO 11/04/2019;12/04/2019;;Deletado;19/07/2022;0;0;29;
10002639;COMODATO 30/10/2018;CASA DE CARNE DO MÁ;CASA DE CARNE DO MÁ;;(17) 3238-4817;;Comércio;Rua Jose Camera;82;17076-380;CAIC;;São José do Rio Preto;SP;Brasil;20789317000166;;;31/10/2018;;Inativo;27/12/2022;0;0;27;
10002640;;CASA DE CARNE NELORE;CASA DE CARNE NELORE;;(14) 3523-8470;Açougues;Comércio;Rua Bauru;240;16401-023;Ribeiro;;Lins;SP;Brasil;;;;30/11/2016;;Inativo;30/08/2023;0;0;76;
10002641;2197;CASA DE CARNE OSMARZINHO;CASA DE CARNE OSMARZINHO;;(14) 3268-1193;Açougues;Comércio;Av. Coronel V. Rocha;16-19;00000-000;;;Macatuba;SP;Brasil;;;;30/11/2016;;Ativo;29/09/2023;0;0;79;
10002642;;CASA DE CARNES SOUZA;CASA DE CARNES SOUZA;;(14) 3238-3564;Açougues;Comércio;Av. Elias Miguel Maluf De Quadra 2 A Quadra 9;8-99;17051-420;VILA INDUSTRIAL;;Bauru;SP;Brasil;;;;05/12/2014;;Inativo;29/08/2023;0;0;58;
10002643;1570;CASA DE CARNE PETUCOSTTI;CASA DE CARNE PETUCOSTTI;;(14) 99676-6880;;Comércio;Av. Nilo Noronha;1213;16401-449;PARQUE FERROVIÁRIO;;Lins;SP;Brasil;19154884861;;;27/11/2014;;Ativo;30/09/2023;0;0;76;
10002644;COMODATO 21/03/2022;CASA DE CARNES ESTEVÃO E LIMA;CASA DE CARNES ESTEVÃO E LIMA;;1433726066;Açougues;Comércio;Travessa Sebastião Cândido Ferreira;10;18915-400;Jardim Santa Cruz;;Santa Cruz do Rio Pardo;SP;Brasil;30243112890;;ANTIGO IMPÉRIO DAS CARNES;31/08/2018;;Ativo;27/10/2023;0;0;62;
10002645;;CASA DE CARNE SANTO ANTONIO;CASA DE CARNE SANTO ANTONIO;;(14) 3522-6524;Açougues;Comércio;Avenida São Paulo;333;16403-020;Vila Guararapes;;Lins;SP;Brasil;;;;21/01/2015;;Inativo;18/05/2023;0;0;73;
10002646;3431;CASA DE CARNE TRÊS MENINAS;CASA DE CARNE TRÊS MENINAS;;(14) 99175-1519;;Comércio;Rua Padre Toledo Leite;682;17400-000;CENTRO;;Garça;SP;Brasil;;;;24/05/2019;;Deletado;20/12/2019;0;0;7;
10002647;;CASA DE CARNES BOM BIFE SÃO CARLOS;CASA DE CARNES BOM BIFE SÃO CARLOS;;(16) 3375-3359;Açougues;Comércio;Avenida Sallum;12-31;13574040;Vila Prado;;São Carlos;SP;Brasil;;;;23/03/2017;;Ativo;26/10/2023;0;0;78;
10002648;3112;CASA DE CARNES BRASA RIO;CASA DE CARNES BRASA RIO;;(17) 3238-4502;;Comércio;Av. Treze De Maio;4392;15077-357;PARQUE RESIDENCIAL CAMBUÍ;;São José Do Rio Preto;SP;Brasil;29185489000103;;COMODATO 05/10/2018;28/08/2018;;Deletado;13/08/2020;0;0;11;
10002649;COMODATO 04/12/2018 E 25/02/2016;CASA DE CARNE CIDADE JARDIM;CASA DE CARNE CIDADE JARDIM;;(14) 3572-2329;Açougues;Comércio;Rua Dr Jorge Meirelles Da Rocha;259;16600-000;CENTRO;;Pirajui;SP;Brasil;;;;24/07/2012;;Ativo;24/09/2023;0;0;65;
10002650;;CASA DE CARNES SANTA LUZIA;CASA DE CARNES SANTA LUZIA;;(16) 3252-8680;;;Rua Miguel Anselmo;1118;15905058;Jardim Buscardi;;Taquaritinga;SP;Brasil;;;;30/11/2016;;Inativo;27/05/2023;0;0;40;
10002651;241;CASA DE CARNES SÃO JOSÉ;CASA DE CARNES SÃO JOSÉ;;(16) 3266-1884;;Comércio;Rua Quintino Bocaiuva;953;14955-000;;;Borborema;SP;Brasil;;;;13/03/2012;;Ativo;20/11/2023;0;0;35;
10002652;3502;CASA DE MASSA ALINE;CASA DE MASSA ALINE;;(16) 3253-2752;;;Rua Campos Sales;503;15900-000;;;Taquaritinga;SP;Brasil;;;;17/07/2019;;Deletado;10/05/2020;0;0;5;
10002653;244;Casa do Pastel;Casa do Pastel;;14-99746 0247;;;Rodovia João Batista Cabral Renno Km295;;00000-000;;;Santa Cruz Do Rio Pardo;SP;Brasil;;;;15/03/2012;;Deletado;;;;;
10002654;2060;Casa do Peixe V;Casa do Peixe V;;17-99601-9482;;;Av. Aurora Forte Neves 68;;00000-000;;;Olimpia;SP;Brasil;;;;30/11/2016;;Deletado;;;;;
10002655;;CASA DO SUCO BAURU;CELSO BENEVENTE - ME;;(14) 3234-8628;Lanchonete / Fast-food;Estabelecimentos Alimentícios;Av. Rodrigues Alves;7-27;17015-001;CENTRO;;Bauru;SP;Brasil;73190100000100;;;01/09/2011;;Ativo;01/10/2023;0;0;60;
10002656;1812;CASA NOSTRA;CASA NOSTRA;;(14) 3227-6250;;;Rua Piauí;2-50;17013-600;VILA CARDIA;;Bauru;SP;Brasil;;;COMODATO 22/07/2019;04/05/2015;;Deletado;29/04/2020;0;0;7;
10002657;256;CASARÃO RESTAURANTE;CASARÃO RESTAURANTE;;(14) 3232-7878;;;Rua Virgílio Malta;5-33;17010-240;CENTRO;;Bauru;SP;Brasil;;;;10/03/2011;;Inativo;26/08/2023;0;0;40;
10002658;3374;CASA DAS COXINHAS;CASA DAS COXINHAS;;(17) 3325-3061;Outros estabelecimentos comerciais;Comércio;Av. 41 32x34;410;-;;;Barretos;SP;Brasil;;;;18/04/2019;;Deletado;18/06/2020;0;0;6;
10002659;COMODATO 31/10/2018;CAZERINHO;CAZERINHO;;(14) 3316-9525;;Comércio;Rua João Antônio Duarte;115;17512-855;Conjunto Residencial Luiz Egydio de Cerqueira César;;Marília;SP;Brasil;27073149000157;;;21/08/2017;;Deletado;28/05/2022;0;0;50;
10002660;COMODATO 10/01/2019 E 06/09/2017;CDP PENITENCIARIA CERQUEIRA;CDP PENITENCIARIA CERQUEIRA;;(14) 3714-4385;;Prestação de Serviços;ESTRADA CERQUEIRA CESAR;S/N;00000-000;;;Cerqueira César;SP;Brasil;;;;02/06/2015;;Inativo;31/08/2023;0;0;28;
10002661;1565;CEAC CENTRO ADM CAIO (ESSENCIAL);CEAC CENTRO ADM CAIO (ESSENCIAL);caio.ceac@essencialnutricao.com.br;(14) 3112-7700;;Comércio;Estrada Municipal De Botucatu Av. Dante Delmanto;S/N;00000-000;;;Botucatu;SP;Brasil;17654106000101;;COMODATO 06/12/2018;12/12/2014;;Deletado;20/06/2022;0;0;31;
10002662;COMODATO 13/03/2018;CEDRO LÍBANO;CEDRO LÍBANO;;(18) 3324-1244;;;Cap Rodrigues Garcia;288;19800-240;CENTRO;;Assis;SP;Brasil;17495454000183;;;13/03/2018;;Ativo;01/10/2023;0;0;72;
10002663;COMODATO 19/01/2018;CELIO QUINTA DA BELA OLINDA;CELIO QUINTA DA BELA OLINDA;;(14) 99903-5070;Residência;Domiciliar;Rua Walter Senger;6114;17023-580;QUINTA DA BELA OLINDA;;Bauru;SP;Brasil;08898623895;;;18/01/2018;;Inativo;08/04/2023;0;0;51;
10002664;;KÂMEO ORIENTAL DELIVERY;KÂMEO ORIENTAL DELIVERY;;(14) 3227-9180;Lanchonete / Fast-food;Estabelecimentos Alimentícios;Rua Doutor José Maria Rodrigues Costa;12-43;17017-331;Jardim América;;Bauru;SP;Brasil;;;APÓS 16:30;15/09/2014;;Ativo;26/09/2023;0;0;157;
10002665;2866;Sr Celso;Celso;;(16)99747-1283;;;Rua Pres Arthur Vernardes;19;-;;;Itápolis;SP;Brasil;;;;16/03/2018;;Deletado;;;;;
10002666;260;AÇOUGUE COSTA RICO;AÇOUGUE COSTA RICO;;(14) 3222-4902;;Comércio;Rua Carlos Marques;16-03;17060-230;JARDIM BELA VISTA;;Bauru;SP;Brasil;;;ANTIGO CENTER CARNES E ESPETINHOS;09/04/2013;;Ativo;16/09/2023;0;0;50;
10002667;262;Centro Magia do Sabor;Centro Magia do Sabor;;-337221751;;;Rua Euclides Da Cunha 3-74 (Ao Lado Mercado Alvar;;00000-000;;;Sta Cruz Do Rio Pardo;SP;Brasil;;;;30/05/2011;;Deletado;;;;;
